Objekt	Date	CleaningType
BBT 316	2018-03-04	Syradisk
BBT 311	2018-03-05	Syradisk
301 Vattentank	2018-03-08	Lutdisk
302 Vattentank	2018-03-08	Lutdisk
Lilla balanssystemet (2)	2018-03-08	Lutdisk
Stora balanssystemet (1)	2018-03-08	Lutdisk
Aldox	2018-03-08	Syradisk
303 Vattentank	2018-03-08	Lutdisk
BBT 304	2018-03-08	Lutdisk
BBT 305	2018-03-08	Lutdisk
BBT 306	2018-03-08	Lutdisk
T34	2018-03-08	Lutdisk
T45	2018-03-08	Lutdisk
Filtret-Veckoavslut	2018-03-08	Lutsterilning
BBT 307	2018-03-08	Lutdisk
BBT 307	2018-03-08	Lutdisk
BBT 308	2018-03-08	Lutdisk
BBT 310	2018-03-09	Lutdisk
BBT 312	2018-03-09	Lutdisk
BBT 309	2018-03-09	Lutdisk
BBT 311	2018-03-09	Lutdisk
Maltax	2018-03-09	Rengjord
Kontrollera BBT:er i Citect	2018-03-09	Genomförd
T34	2018-03-09	Syradisk
Vattenfilter	2018-03-09	Genomförd
T45	2018-03-10	Syradisk
BBT 310	2018-03-11	Syradisk
BBT 309	2018-03-11	Syradisk
BBT 312	2018-03-11	Syradisk
BBT 316	2018-03-11	Syradisk
BBT 320	2018-03-12	Lutdisk
BBT 322	2018-03-12	Syradisk
BBT 325	2018-03-13	Syradisk
BBT 314	2018-03-13	Lutdisk
Filtret Sterilning	2018-03-14	Genomförd
BBT 322	2018-03-14	Syradisk
BBT 307	2018-03-14	Syradisk
BBT 311	2018-03-15	Syradisk
Filtret Sterilning	2018-03-15	Genomförd
BBT 309	2018-03-15	Syradisk
BBT 305	2018-03-15	Syradisk
BBT 323	2018-03-15	Lutdisk
BBT 313	2018-03-16	Syradisk
Filtret-Veckoavslut	2018-03-16	Lutsterilning
Vattenfilter	2018-03-16	Genomförd
Aldox	2018-03-16	Syradisk
Maltax	2018-03-16	Rengjord
T34	2018-03-16	Syradisk
T45	2018-03-16	Lutdisk
Kontrollera BBT:er i Citect	2018-03-16	Genomförd
BBT 318	2018-03-18	Lutdisk
BBT 314	2018-03-18	Syradisk
BBT 322	2018-03-18	Syradisk
BBT 305	2018-03-18	Lutdisk
BBT 324	2018-03-19	Syradisk
BBT 319	2018-03-19	Lutdisk
BBT 306	2018-03-19	Syradisk
BBT 312	2018-03-19	Syradisk
BBT 315	2018-03-19	Lutdisk
BBT 310	2018-03-19	Syradisk
BBT 316	2018-03-20	Lutdisk
BBT 325	2018-03-21	Syradisk
BBT 317	2018-03-21	Lutdisk
BBT 309	2018-03-21	Syradisk
BBT 313	2018-03-22	Lutdisk
BBT 308	2018-03-22	Syradisk
BBT 304	2018-03-22	Syradisk
BBT 321	2018-03-22	Syradisk
Aldox	2018-03-23	Syradisk
T34	2018-03-23	Syradisk
Filtret-Veckoavslut	2018-03-23	Lutsterilning
T45	2018-03-23	Syradisk
Kontrollera BBT:er i Citect	2018-03-23	Genomförd
BBT 315	2018-03-23	Syradisk
Maltax	2018-03-23	Rengjord
BBT 307	2018-03-25	Syradisk
BBT 323	2018-03-25	Syradisk
BBT 305	2018-03-25	Syradisk
BBT 311	2018-03-25	Syradisk
BBT 318	2018-03-25	Syradisk
BBT 314	2018-03-25	Syradisk
BBT 322	2018-03-25	Lutdisk
BBT 316	2018-03-26	Syradisk
BBT 312	2018-03-26	Syradisk
BBT 305	2018-03-26	Syradisk
BBT 309	2018-03-27	Syradisk
BBT 304	2018-03-27	Syradisk
T45	2018-03-27	Lutdisk
BBT 308	2018-03-29	Lutdisk
Kontrollera BBT:er i Citect	2018-03-29	Genomförd
T45	2018-03-29	Syradisk
Filtret-Veckoavslut	2018-03-29	Lutsterilning
Vattenfilter	2018-03-29	Genomförd
Maltax	2018-03-29	Rengjord
T34	2018-03-29	Lutdisk
BBT 325	2018-04-01	Lutdisk
BBT 313	2018-04-01	Syradisk
BBT 312	2018-04-02	Lutdisk
BBT 309	2018-04-02	Lutdisk
BBT 318	2018-04-02	Syradisk
BBT 311	2018-04-02	Lutdisk
BBT 314	2018-04-02	Syradisk
BBT 315	2018-04-02	Syradisk
BBT 306	2018-04-02	Lutdisk
BBT 310	2018-04-03	Lutdisk
BBT 304	2018-04-03	Lutdisk
BBT 317	2018-04-03	Syradisk
Filtret Sterilning	2018-04-03	Genomförd
BBT 323	2018-04-03	Lutdisk
BBT 318	2018-04-04	Lutdisk
BBT 308	2018-04-04	Syradisk
BBT 322	2018-04-04	Syradisk
BBT 307	2018-04-05	Lutdisk
BBT 316	2018-04-05	Syradisk
BBT 305	2018-04-05	Syradisk
BBT 315	2018-04-05	Syradisk
BBT 304	2018-04-06	Syradisk
BBT 308	2018-04-06	Syradisk
BBT 315	2018-04-06	Lutdisk
BBT 318	2018-04-08	Syradisk
BBT 325	2018-04-08	Syradisk
T34	2018-04-08	Syradisk
T45	2018-04-08	Syradisk
BBT 314	2018-04-08	Lutdisk
BBT 318	2018-04-09	Syradisk
BBT 323	2018-04-09	Syradisk
BBT 317	2018-04-09	Lutdisk
T34	2018-04-10	Lutdisk
T45	2018-04-10	Lutdisk
Filtret-Veckoavslut	2018-04-10	Lutsterilning
BBT 309	2018-04-11	Syradisk
BBT 312	2018-04-11	Syradisk
BBT 310	2018-04-12	Syradisk
BBT 306	2018-04-12	Syradisk
BBT 322	2018-04-12	Syradisk
Filtret Sterilning	2018-04-12	Genomförd
T34	2018-04-12	Lutdisk
BBT 315	2018-04-12	Syradisk
BBT 318	2018-04-12	Syradisk
BBT 304	2018-04-13	Syradisk
BBT 307	2018-04-13	Syradisk
Maltax	2018-04-14	Rengjord
Kontrollera BBT:er i Citect	2018-04-14	Genomförd
Filtret-Veckoavslut	2018-04-15	Lutsterilning
BBT 314	2018-04-15	Lutdisk
BBT 309	2018-04-15	Lutdisk
T34	2018-04-15	Lutdisk
T45	2018-04-15	Lutdisk
Vattenfilter	2018-04-15	Genomförd
BBT 313	2018-04-15	Lutdisk
BBT 312	2018-04-15	Syradisk
BBT 315	2018-04-17	Syradisk
BBT 312	2018-04-17	Syradisk
BBT 310	2018-04-17	Syradisk
BBT 316	2018-04-18	Lutdisk
BBT 316	2018-04-18	Syradisk
BBT 316	2018-04-18	Syradisk
BBT 323	2018-04-18	Syradisk
BBT 321	2018-04-19	Lutdisk
BBT 304	2018-04-19	Syradisk
BBT 325	2018-04-19	Syradisk
BBT 314	2018-04-19	Syradisk
BBT 317	2018-04-20	Syradisk
BBT 308	2018-04-20	Lutdisk
BBT 307	2018-04-20	Syradisk
BBT 318	2018-04-20	Syradisk
Kontrollera BBT:er i Citect	2018-04-21	Genomförd
Filtret-Veckoavslut	2018-04-22	Lutsterilning
T34	2018-04-22	Syradisk
BBT 313	2018-04-22	Syradisk
BBT 305	2018-04-22	Lutdisk
T45	2018-04-22	Lutdisk
BBT 306	2018-04-23	Syradisk
BBT 309	2018-04-23	Syradisk
Filtret Sterilning	2018-04-24	Genomförd
T34	2018-04-24	Lutdisk
Maltax	2018-04-24	Rengjord
BBT 323	2018-04-24	Lutdisk
BBT 312	2018-04-24	Lutdisk
BBT 317	2018-04-25	Lutdisk
BBT 322	2018-04-25	Lutdisk
BBT 308	2018-04-25	Syradisk
BBT 324	2018-04-26	Lutdisk
BBT 311	2018-04-26	Lutdisk
T34	2018-04-26	Syradisk
T45	2018-04-26	Syradisk
301 Vattentank	2018-04-27	Lutdisk
Vattenfilter	2018-04-27	Genomförd
Aldox	2018-04-27	Syradisk
303 Vattentank	2018-04-27	Lutdisk
Filtret-Veckoavslut	2018-04-27	Lutsterilning
302 Vattentank	2018-04-27	Lutdisk
Kolsyraledning	2018-04-27	Rengjord
Stora balanssystemet (1)	2018-04-27	Lutdisk
Lilla balanssystemet (2)	2018-04-27	Lutdisk
Kontrollera BBT:er i Citect	2018-04-27	Genomförd
BBT 304	2018-04-27	Lutdisk
BBT 311	2018-04-29	Syradisk
BBT 306	2018-04-30	Lutdisk
BBT 316	2018-04-30	Syradisk
BBT 318	2018-04-30	Lutdisk
BBT 310	2018-04-30	Lutdisk
BBT 312	2018-05-01	Syradisk
BBT 305	2018-05-01	Syradisk
BBT 308	2018-05-01	Syradisk
BBT 307	2018-05-02	Lutdisk
BBT 320	2018-05-02	Lutdisk
BBT 309	2018-05-02	Syradisk
BBT 324	2018-05-03	Syradisk
BBT 317	2018-05-03	Syradisk
BBT 325	2018-05-03	Lutdisk
BBT 304	2018-05-04	Syradisk
BBT 313	2018-05-04	Syradisk
T34	2018-05-06	Syradisk
Filtret Sterilning	2018-05-06	Genomförd
T45	2018-05-06	Lutdisk
BBT 315	2018-05-06	Lutdisk
BBT 323	2018-05-06	Syradisk
BBT 311	2018-05-06	Syradisk
BBT 314	2018-05-06	Syradisk
BBT 306	2018-05-06	Syradisk
BBT 322	2018-05-06	Syradisk
BBT 318	2018-05-07	Syradisk
BBT 304	2018-05-07	Syradisk
BBT 321	2018-05-07	Lutdisk
BBT 305	2018-05-08	Syradisk
BBT 324	2018-05-08	Syradisk
BBT 310	2018-05-08	Syradisk
BBT 308	2018-05-09	Lutdisk
BBT 307	2018-05-09	Syradisk
BBT 312	2018-05-09	Syradisk
BBT 317	2018-05-10	Syradisk
Filtret Sterilning	2018-05-10	Genomförd
BBT 309	2018-05-10	Lutdisk
BBT 316	2018-05-10	Lutdisk
BBT 317	2018-05-10	Lutdisk
T34	2018-05-10	Syradisk
Maltax	2018-05-11	Rengjord
T45	2018-05-11	Lutdisk
T34	2018-05-11	Lutdisk
Filtret-Veckoavslut	2018-05-11	Lutsterilning
Aldox	2018-05-11	Syradisk
Vattenfilter	2018-05-11	Genomförd
Kontrollera BBT:er i Citect	2018-05-11	Genomförd
BBT 323	2018-05-13	Lutdisk
BBT 310	2018-05-13	Syradisk
BBT 309	2018-05-13	Syradisk
BBT 313	2018-05-13	Lutdisk
BBT 315	2018-05-13	Syradisk
BBT 311	2018-05-13	Syradisk
BBT 314	2018-05-14	Lutdisk
BBT 321	2018-05-14	Lutdisk
BBT 307	2018-05-14	Syradisk
BBT 304	2018-05-15	Syradisk
BBT 305	2018-05-15	Lutdisk
BBT 324	2018-05-15	Syradisk
BBT 306	2018-05-15	Syradisk
BBT 317	2018-05-15	Syradisk
BBT 316	2018-05-16	Syradisk
BBT 325	2018-05-16	Syradisk
BBT 322	2018-05-17	Lutdisk
BBT 314	2018-05-17	Syradisk
BBT 312	2018-05-17	Lutdisk
BBT 313	2018-05-18	Syradisk
BBT 310	2018-05-18	Syradisk
T34	2018-05-20	Syradisk
T45	2018-05-20	Lutdisk
BBT 323	2018-05-20	Syradisk
BBT 318	2018-05-20	Syradisk
BBT 309	2018-05-21	Syradisk
BBT 316	2018-05-21	Syradisk
BBT 315	2018-05-21	Syradisk
BBT 308	2018-05-21	Syradisk
BBT 325	2018-05-22	Lutdisk
BBT 307	2018-05-22	Lutdisk
BBT 304	2018-05-22	Lutdisk
BBT 306	2018-05-22	Lutdisk
BBT 317	2018-05-22	Syradisk
BBT 314	2018-05-24	Syradisk
BBT 305	2018-05-24	Syradisk
BBT 305	2018-05-24	Syradisk
Filtret Sterilning	2018-05-24	Genomförd
Gurtank T67	2018-05-24	Syradisk
T34	2018-05-24	Syradisk
BBT 310	2018-05-24	Lutdisk
BBT 316	2018-05-24	Syradisk
BBT 319	2018-05-25	Lutdisk
BBT 313	2018-05-25	Syradisk
BBT 304	2018-05-25	Syradisk
BBT 315	2018-05-25	Syradisk
Kontrollera BBT:er i Citect	2018-05-25	Genomförd
Filtret-Veckoavslut	2018-05-25	Lutsterilning
Maltax	2018-05-25	Rengjord
T34	2018-05-26	Syradisk
BBT 322	2018-05-27	Syradisk
BBT 312	2018-05-27	Syradisk
BBT 309	2018-05-28	Lutdisk
BBT 317	2018-05-28	Lutdisk
BBT 323	2018-05-28	Syradisk
BBT 324	2018-05-29	Lutdisk
BBT 325	2018-05-29	Syradisk
BBT 311	2018-05-29	Lutdisk
BBT 312	2018-05-30	Syradisk
BBT 305	2018-05-30	Syradisk
BBT 310	2018-05-30	Syradisk
BBT 307	2018-05-30	Syradisk
BBT 315	2018-05-31	Lutdisk
BBT 321	2018-06-01	Lutdisk
T45	2018-06-01	Lutdisk
CIP av 321 & 45 Tillsammans	2018-06-01	Lutdisk
Filtret Sterilning	2018-06-01	Genomförd
T34	2018-06-01	Lutdisk
BBT 316	2018-06-01	Lutdisk
BBT 306	2018-06-01	Syradisk
BBT 304	2018-06-01	Syradisk
303 Vattentank	2018-06-02	Lutdisk
Filtret-Veckoavslut	2018-06-03	Lutsterilning
BBT 314	2018-06-03	Syradisk
Gurtank T66	2018-06-03	Syradisk
Gurtank T68	2018-06-03	Syradisk
BBT 307	2018-06-03	Syradisk
BBT 313	2018-06-03	Syradisk
BBT 312	2018-06-03	Syradisk
BBT 314	2018-06-04	Lutdisk
BBT 317	2018-06-04	Syradisk
T34	2018-06-05	Syradisk
BBT 315	2018-06-05	Syradisk
BBT 311	2018-06-06	Syradisk
Filtret Sterilning	2018-06-06	Genomförd
BBT 310	2018-06-06	Syradisk
BBT 316	2018-06-07	Syradisk
Filtret Sterilning	2018-06-07	Genomförd
BBT 325	2018-06-07	Syradisk
BBT 309	2018-06-08	Syradisk
BBT 315	2018-06-08	Syradisk
T34	2018-06-08	Syradisk
T45	2018-06-09	Syradisk
Kontrollera BBT:er i Citect	2018-06-09	Genomförd
Maltax	2018-06-09	Rengjord
Filtret Sterilning	2018-06-09	Genomförd
Vattenfilter	2018-06-09	Genomförd
Filtret-Veckoavslut	2018-06-09	Lutsterilning
BBT 313	2018-06-10	Syradisk
BBT 307	2018-06-10	Syradisk
BBT 310	2018-06-10	Syradisk
BBT 325	2018-06-11	Syradisk
BBT 317	2018-06-11	Syradisk
BBT 319	2018-06-11	Syradisk
BBT 321	2018-06-11	Syradisk
BBT 324	2018-06-12	Syradisk
BBT 307	2018-06-12	Syradisk
BBT 311	2018-06-13	Syradisk
BBT 305	2018-06-13	Syradisk
BBT 316	2018-06-13	Syradisk
BBT 306	2018-06-13	Syradisk
BBT 315	2018-06-13	Syradisk
BBT 304	2018-06-14	Syradisk
Filtret Sterilning	2018-06-14	Genomförd
BBT 322	2018-06-15	Syradisk
BBT 308	2018-06-15	Syradisk
Filtret-Veckoavslut	2018-06-15	Lutsterilning
T34	2018-06-16	Syradisk
BBT 307	2018-06-17	Syradisk
BBT 308	2018-06-17	Syradisk
T45	2018-06-17	Syradisk
BBT 312	2018-06-17	Syradisk
BBT 314	2018-06-17	Syradisk
BBT 320	2018-06-17	Syradisk
BBT 305	2018-06-17	Syradisk
BBT 307	2018-06-17	Syradisk
BBT 319	2018-06-17	Syradisk
BBT 304	2018-06-18	Syradisk
BBT 325	2018-06-19	Syradisk
BBT 323	2018-06-19	Syradisk
BBT 304	2018-06-19	Syradisk
BBT 320	2018-06-19	Syradisk
BBT 316	2018-06-19	Syradisk
BBT 313	2018-06-20	Syradisk
BBT 319	2018-06-20	Syradisk
BBT 306	2018-06-20	Syradisk
BBT 321	2018-06-20	Syradisk
CIP av 321 & 45 Tillsammans	2018-06-20	Syradisk
BBT 315	2018-06-21	Syradisk
BBT 322	2018-06-21	Syradisk
BBT 311	2018-06-21	Syradisk
Maltax	2018-06-21	Rengjord
Kontrollera BBT:er i Citect	2018-06-21	Genomförd
T34	2018-06-21	Syradisk
T45	2018-06-21	Syradisk
Filtret-Veckoavslut	2018-06-21	Lutsterilning
BBT 306	2018-06-24	Syradisk
BBT 309	2018-06-24	Syradisk
BBT 323	2018-06-24	Syradisk
BBT 316	2018-06-25	Syradisk
BBT 305	2018-06-25	Syradisk
Filtret Sterilning	2018-06-26	Genomförd
BBT 308	2018-06-26	Syradisk
BBT 304	2018-06-26	Syradisk
BBT 316	2018-06-27	Syradisk
BBT 320	2018-06-27	Syradisk
BBT 312	2018-06-27	Syradisk
BBT 322	2018-06-28	Syradisk
BBT 311	2018-06-28	Syradisk
BBT 314	2018-06-28	Syradisk
BBT 308	2018-06-28	Syradisk
Filtret Sterilning	2018-06-28	Genomförd
T34	2018-06-28	Syradisk
BBT 304	2018-06-29	Syradisk
BBT 324	2018-06-29	Syradisk
BBT 317	2018-07-01	Syradisk
BBT 306	2018-07-01	Syradisk
BBT 307	2018-07-01	Syradisk
BBT 321	2018-07-01	Syradisk
T45	2018-07-02	Syradisk
CIP av 321 & 45 Tillsammans	2018-07-02	Syradisk
T34	2018-07-02	Syradisk
Filtret Sterilning	2018-07-02	Genomförd
BBT 323	2018-07-03	Syradisk
BBT 322	2018-07-03	Syradisk
BBT 315	2018-07-03	Syradisk
BBT 318	2018-07-03	Lutdisk
BBT 313	2018-07-03	Syradisk
BBT 305	2018-07-03	Syradisk
BBT 309	2018-07-03	Syradisk
BBT 310	2018-07-03	Syradisk
BBT 311	2018-07-03	Syradisk
BBT 308	2018-07-03	Syradisk
BBT 325	2018-07-04	Syradisk
BBT 316	2018-07-04	Syradisk
BBT 324	2018-07-04	Syradisk
BBT 306	2018-07-05	Syradisk
BBT 314	2018-07-05	Syradisk
BBT 317	2018-07-05	Syradisk
BBT 309	2018-07-05	Syradisk
BBT 311	2018-07-05	Syradisk
BBT 325	2018-07-06	Syradisk
Maltax	2018-07-06	Rengjord
T45	2018-07-06	Syradisk
T34	2018-07-06	Lutdisk
T45	2018-07-06	Lutdisk
Filtret-Veckoavslut	2018-07-06	Lutsterilning
BBT 313	2018-07-08	Syradisk
BBT 305	2018-07-08	Syradisk
BBT 318	2018-07-09	Syradisk
BBT 323	2018-07-11	Syradisk
BBT 315	2018-07-11	Syradisk
BBT 318	2018-07-11	Syradisk
BBT 316	2018-07-12	Syradisk
BBT 322	2018-07-12	Syradisk
BBT 325	2018-07-13	Syradisk
BBT 311	2018-07-13	Syradisk
BBT 306	2018-07-13	Syradisk
BBT 321	2018-07-13	Lutdisk
CIP av 321 & 45 Tillsammans	2018-07-13	Lutdisk
Filtret Sterilning	2018-07-13	Genomförd
BBT 304	2018-07-14	Syradisk
BBT 320	2018-07-16	Syradisk
BBT 310	2018-07-17	Syradisk
BBT 308	2018-07-17	Syradisk
BBT 323	2018-07-18	Syradisk
BBT 305	2018-07-18	Syradisk
BBT 312	2018-07-18	Syradisk
BBT 317	2018-07-18	Syradisk
BBT 309	2018-07-19	Syradisk
BBT 318	2018-07-19	Syradisk
BBT 315	2018-07-19	Syradisk
BBT 318	2018-07-20	Syradisk
BBT 315	2018-07-20	Syradisk
Kontrollera BBT:er i Citect	2018-07-21	Genomförd
T34	2018-07-22	Syradisk
Filtret-Veckoavslut	2018-07-22	Lutsterilning
Maltax	2018-07-22	Rengjord
BBT 304	2018-07-22	Syradisk
BBT 308	2018-07-22	Syradisk
BBT 325	2018-07-23	Syradisk
BBT 316	2018-07-24	Syradisk
BBT 310	2018-07-25	Syradisk
BBT 323	2018-07-25	Syradisk
BBT 309	2018-07-25	Syradisk
BBT 317	2018-07-26	Syradisk
BBT 311	2018-07-26	Lutdisk
Filtret Sterilning	2018-07-26	Genomförd
T34	2018-07-26	Syradisk
BBT 307	2018-07-26	Syradisk
BBT 323	2018-07-27	Syradisk
BBT 309	2018-07-27	Lutdisk
BBT 312	2018-07-29	Syradisk
Filtret Sterilning	2018-07-29	Genomförd
T34	2018-07-29	Syradisk
BBT 322	2018-07-29	Syradisk
BBT 304	2018-07-29	Syradisk
BBT 306	2018-07-29	Syradisk
BBT 314	2018-07-30	Lutdisk
BBT 313	2018-07-30	Lutdisk
BBT 315	2018-07-30	Lutdisk
BBT 324	2018-07-30	Syradisk
BBT 317	2018-07-30	Syradisk
T34	2018-07-30	Syradisk
Filtret Sterilning	2018-07-30	Genomförd
BBT 309	2018-07-31	Syradisk
T34	2018-07-31	Lutdisk
T45	2018-07-31	Lutdisk
Filtret Sterilning	2018-07-31	Genomförd
BBT 311	2018-07-31	Syradisk
BBT 307	2018-08-01	Lutdisk
BBT 322	2018-08-01	Lutdisk
BBT 319	2018-08-01	Lutdisk
BBT 306	2018-08-01	Lutdisk
BBT 310	2018-08-01	Lutdisk
CIP av 321 & 45 Tillsammans	2018-08-02	Syradisk
CIP av 321 & 45 Tillsammans	2018-08-02	Lutdisk
BBT 321	2018-08-02	Lutdisk
T45	2018-08-02	Syradisk
Aldox	2018-08-02	Syradisk
301 Vattentank	2018-08-02	Lutdisk
T34	2018-08-02	Lutdisk
Filtret Sterilning	2018-08-02	Genomförd
303 Vattentank	2018-08-02	Lutdisk
302 Vattentank	2018-08-02	Lutdisk
BBT 318	2018-08-03	Lutdisk
BBT 317	2018-08-03	Lutdisk
Filtret-Veckoavslut	2018-08-04	Lutsterilning
Kontrollera BBT:er i Citect	2018-08-04	Genomförd
Maltax	2018-08-04	Rengjord
Vattenfilter	2018-08-04	Genomförd
T34	2018-08-04	Lutdisk
T45	2018-08-05	Syradisk
BBT 305	2018-08-05	Lutdisk
BBT 312	2018-08-06	Lutdisk
BBT 304	2018-08-06	Lutdisk
BBT 315	2018-08-07	Syradisk
BBT 323	2018-08-07	Lutdisk
BBT 314	2018-08-07	Syradisk
BBT 324	2018-08-08	Lutdisk
BBT 313	2018-08-08	Syradisk
BBT 309	2018-08-08	Syradisk
BBT 307	2018-08-10	Syradisk
BBT 323	2018-08-10	Syradisk
BBT 304	2018-08-10	Syradisk
BBT 322	2018-08-10	Syradisk
T45	2018-08-11	Syradisk
Kontrollera BBT:er i Citect	2018-08-11	Genomförd
Filtret Sterilning	2018-08-12	Genomförd
T34	2018-08-12	Lutdisk
BBT 308	2018-08-12	Lutdisk
BBT 305	2018-08-12	Syradisk
BBT 311	2018-08-13	Syradisk
BBT 316	2018-08-13	Lutdisk
BBT 310	2018-08-13	Syradisk
BBT 319	2018-08-13	Syradisk
BBT 321	2018-08-14	Syradisk
BBT 314	2018-08-14	Syradisk
BBT 325	2018-08-14	Lutdisk
BBT 315	2018-08-14	Syradisk
BBT 322	2018-08-15	Syradisk
BBT 310	2018-08-15	Syradisk
BBT 313	2018-08-15	Syradisk
Filtret-Veckoavslut	2018-08-16	Lutsterilning
T34	2018-08-16	Syradisk
BBT 318	2018-08-16	Syradisk
BBT 324	2018-08-16	Syradisk
BBT 309	2018-08-16	Syradisk
BBT 316	2018-08-17	Syradisk
Filtret-Veckoavslut	2018-08-17	Lutsterilning
T45	2018-08-17	Syradisk
T34	2018-08-17	Syradisk
BBT 312	2018-08-19	Syradisk
BBT 311	2018-08-20	Lutdisk
BBT 315	2018-08-20	Lutdisk
BBT 319	2018-08-20	Syradisk
BBT 308	2018-08-20	Syradisk
BBT 306	2018-08-20	Syradisk
BBT 318	2018-08-21	Lutdisk
BBT 321	2018-08-21	Syradisk
BBT 317	2018-08-21	Syradisk
BBT 313	2018-08-21	Lutdisk
Filtret Sterilning	2018-08-21	Genomförd
T45	2018-08-21	Lutdisk
BBT 310	2018-08-22	Lutdisk
BBT 324	2018-08-22	Syradisk
BBT 307	2018-08-22	Syradisk
BBT 322	2018-08-23	Lutdisk
BBT 319	2018-08-23	Lutdisk
BBT 309	2018-08-23	Lutdisk
Maltax	2018-08-24	Rengjord
T34	2018-08-25	Syradisk
Gurtank T67	2018-08-26	Syradisk
T45	2018-08-26	Syradisk
Kontrollera BBT:er i Citect	2018-08-26	Genomförd
Filtret-Veckoavslut	2018-08-26	Lutsterilning
BBT 305	2018-08-26	Syradisk
BBT 316	2018-08-26	Syradisk
Vattenfilter	2018-08-26	Genomförd
BBT 314	2018-08-26	Lutdisk
BBT 306	2018-08-26	Lutdisk
Aldox	2018-08-26	Syradisk
BBT 317	2018-08-27	Lutdisk
BBT 312	2018-08-27	Syradisk
BBT 311	2018-08-27	Syradisk
BBT 315	2018-08-27	Syradisk
BBT 320	2018-08-27	Lutdisk
BBT 322	2018-08-27	Syradisk
BBT 310	2018-08-28	Syradisk
BBT 307	2018-08-28	Lutdisk
BBT 323	2018-08-28	Lutdisk
T34	2018-08-28	Syradisk
BBT 304	2018-08-28	Lutdisk
BBT 325	2018-08-29	Syradisk
BBT 315	2018-08-30	Syradisk
BBT 308	2018-08-30	Syradisk
BBT 313	2018-08-31	Syradisk
BBT 309	2018-08-31	Syradisk
BBT 308	2018-08-31	Lutdisk
BBT 320	2018-08-31	Lutdisk
Maltax	2018-08-31	Rengjord
T45	2018-09-01	Syradisk
T34	2018-09-01	Lutdisk
Filtret-Veckoavslut	2018-09-02	Lutsterilning
BBT 318	2018-09-02	Syradisk
BBT 307	2018-09-02	Syradisk
BBT 312	2018-09-02	Lutdisk
BBT 310	2018-09-02	Syradisk
BBT 316	2018-09-02	Lutdisk
BBT 320	2018-09-03	Syradisk
BBT 311	2018-09-03	Syradisk
BBT 314	2018-09-03	Syradisk
BBT 321	2018-09-03	Syradisk
CIP av 321 & 45 Tillsammans	2018-09-04	Syradisk
BBT 305	2018-09-04	Lutdisk
BBT 306	2018-09-04	Syradisk
BBT 313	2018-09-07	Syradisk
BBT 304	2018-09-07	Syradisk
BBT 315	2018-09-07	Syradisk
BBT 325	2018-09-07	Lutdisk
BBT 323	2018-09-07	Syradisk
BBT 314	2018-09-11	Syradisk
BBT 315	2018-09-11	Syradisk
CIP av 321 & 45 Tillsammans	2018-09-11	Lutdisk
BBT 321	2018-09-11	Lutdisk
T45	2018-09-11	Lutdisk
BBT 317	2018-09-11	Syradisk
BBT 315	2018-09-11	Lutdisk
BBT 312	2018-09-11	Syradisk
BBT 322	2018-09-11	Syradisk
BBT 320	2018-09-11	Syradisk
BBT 324	2018-09-11	Lutdisk
BBT 307	2018-09-11	Syradisk
BBT 304	2018-09-11	Syradisk
BBT 310	2018-09-11	Lutdisk
BBT 309	2018-09-12	Lutdisk
BBT 325	2018-09-12	Syradisk
Maltax	2018-09-13	Rengjord
BBT 306	2018-09-14	Syradisk
T34	2018-09-14	Syradisk
Aldox	2018-09-14	Syradisk
301 Vattentank	2018-09-14	Lutdisk
302 Vattentank	2018-09-14	Lutdisk
Filtret-Veckoavslut	2018-09-14	Lutsterilning
T45	2018-09-14	Lutdisk
Kontrollera BBT:er i Citect	2018-09-14	Genomförd
Lilla balanssystemet (2)	2018-09-14	Lutdisk
Stora balanssystemet (1)	2018-09-14	Lutdisk
303 Vattentank	2018-09-14	Lutdisk
BBT 318	2018-09-16	Syradisk
BBT 305	2018-09-16	Syradisk
BBT 316	2018-09-16	Syradisk
BBT 317	2018-09-16	Lutdisk
BBT 320	2018-09-16	Syradisk
BBT 308	2018-09-17	Syradisk
BBT 323	2018-09-17	Syradisk
BBT 307	2018-09-17	Lutdisk
BBT 314	2018-09-17	Lutdisk
BBT 309	2018-09-17	Syradisk
BBT 324	2018-09-18	Syradisk
BBT 308	2018-09-18	Lutdisk
BBT 321	2018-09-18	Syradisk
BBT 315	2018-09-18	Syradisk
BBT 318	2018-09-18	Lutdisk
BBT 304	2018-09-18	Lutdisk
BBT 313	2018-09-19	Lutdisk
BBT 315	2018-09-19	Syradisk
BBT 322	2018-09-20	Lutdisk
BBT 320	2018-09-20	Lutdisk
BBT 308	2018-09-20	Syradisk
Gurtank T68	2018-09-07	Syradisk
Gurtank T66	2018-09-07	Syradisk
Filtret Sterilning	2018-09-20	Genomförd
BBT 309	2018-09-20	Syradisk
BBT 306	2018-09-20	Lutdisk
T34	2018-09-21	Syradisk
T45	2018-09-21	Syradisk
Maltax	2018-09-21	Rengjord
BBT 316	2018-09-24	Lutdisk
BBT 317	2018-09-24	Syradisk
Filtret Sterilning	2018-09-24	Genomförd
T34	2018-09-24	Lutdisk
BBT 318	2018-09-25	Syradisk
BBT 313	2018-09-25	Syradisk
BBT 315	2018-09-25	Syradisk
BBT 310	2018-09-25	Syradisk
T34	2018-09-25	Lutdisk
Filtret Sterilning	2018-09-25	Genomförd
BBT 308	2018-09-25	Syradisk
